src,key1,key2,sortorder,firstbook,firstchapter,firstverse
"Hebrew","<RJ=/","NA","ptj","Genesis","46","16"
"Hebrew","<RJH/","NA","ptje","Ezechiel","16","7"
"Hebrew","<RJPJM/","NA","ptjqjm","Jesaia","5","30"
"Hebrew","<RJRJ/","NA","ptjtj","Genesis","15","2"
"Hebrew","<RJSH/","NA","ptjoe","Numeri","15","20"
"Hebrew","<RJY/","NA","ptjr","Jesaia","13","11"
"Hebrew","<RK/","NA","ptk","Exodus","40","4"
"Hebrew","<RK[","qal","ptk","Genesis","14","8"
"Hebrew","<RL/","NA","ptl","Genesis","17","14"
"Hebrew","<RLH/","NA","ptle","Genesis","17","11"
"Hebrew","<RL[","qal","ptl","Leviticus","19","23"
"Hebrew","<RM=[","qal","ptm","Samuel_I","23","22"
"Hebrew","<RMH/","NA","ptme","Exodus","21","14"
"Hebrew","<RMH=/","NA","ptme","Jeremia","50","26"
"Hebrew","<RMWN/","NA","ptmfn","Genesis","30","37"
"Hebrew","<RM[","nif","ptm","Exodus","15","8"
"Hebrew","<RN/","NA","ptn","Numeri","26","36"
"Hebrew","<RNJ/","NA","ptnj","Numeri","26","36"
"Hebrew","<RP/","NA","ptq","Genesis","49","8"
"Hebrew","<RP=[","qal","ptq","Exodus","13","13"
"Hebrew","<RPH/","NA","ptqe","Ruth","1","4"
"Hebrew","<RPL/","NA","ptql","Exodus","20","21"
"Hebrew","<RP[","qal","ptq","Deuteronomium","32","2"
"Hebrew","<RQJ/","NA","ptsj","Genesis","10","17"
"Hebrew","<RQ[","qal","pts","Iob","30","3"
"Hebrew","<RR[","qal","ptt","Jesaia","32","11"
"Hebrew","<RW<R/","NA","ptfpt","Jeremia","48","6"
"Hebrew","<RW<R=/","NA","ptfpt","Numeri","32","34"
"Hebrew","<RWD/","NA","ptfd","Iob","39","5"
"Hebrew","<RWGH/","NA","ptfce","Ezechiel","17","7"
"Hebrew","<RWH/","NA","ptfe","Genesis","9","22"
"Hebrew","<RWM/","NA","ptfm","Genesis","2","25"
"Hebrew","<RWM=/","NA","ptfm","Genesis","3","1"
"Hebrew","<RWY/","NA","ptfr","Iob","30","6"
"Hebrew","<RY[","qal","ptr","Deuteronomium","1","29"
"Hebrew","<SJS/","NA","pojo","Jesaia","49","26"
"Hebrew","<SS[","qal","poo","Maleachi","3","21"
"Hebrew","<T/","NA","pv","Genesis","8","11"
"Hebrew","<TD[","piel","pvd","Proverbia","24","27"
"Hebrew","<TH","NA","pve","Genesis","3","22"
"Hebrew","<TJ/","NA","pvj","Leviticus","16","21"
"Hebrew","<TJ=/","NA","pvj","Chronica_I","2","35"
"Hebrew","<TJD/","NA","pvjd","Deuteronomium","32","35"
"Hebrew","<TJH/","NA","pvje","Nehemia","11","4"
"Hebrew","<TJQ/","NA","pvjs","Jesaia","28","9"
"Hebrew","<TJQ=/","NA","pvjs","Jesaia","23","18"
"Hebrew","<TK/","NA","pvk","Samuel_I","30","30"
"Hebrew","<TLJ/","NA","pvlj","Esra","10","28"
"Hebrew","<TLJH/","NA","pvlje","Reges_II","11","1"
"Hebrew","<TLJHW/","NA","pvljef","Reges_II","8","26"
"Hebrew","<TM[","nif","pvm","Jesaia","9","18"
"Hebrew","<TNJ/","NA","pvnj","Chronica_I","26","7"
"Hebrew","<TNJ>L/","NA","pvnjal","Josua","15","17"
"Hebrew","<TQ/","NA","pvs","Samuel_I","2","3"
"Hebrew","<TQ=/","NA","pvs","Proverbia","8","18"
"Hebrew","<TQ[","qal","pvs","Psalmi","6","8"
"Hebrew","<TR/","NA","pvt","Ezechiel","8","11"
"Hebrew","<TR=/","NA","pvt","Josua","15","42"
"Hebrew","<TRT/","NA","pvtv","Jeremia","33","6"
"Hebrew","<TR[","qal","pvt","Genesis","25","21"
"Hebrew","<TWD/","NA","pvfd","Genesis","31","10"
"Hebrew","<TWD=/","NA","pvfd","Jesaia","10","13"
"Hebrew","<V/","NA","pi","Jeremia","8","8"
"Hebrew","<VH=[","qal","pie","Jesaia","22","17"
"Hebrew","<VH[","qal","pie","Leviticus","13","45"
"Hebrew","<VJCH/","NA","pijue","Iob","41","10"
"Hebrew","<VJN/","NA","pijn","Iob","21","24"
"Hebrew","<VLP/","NA","pilq","Leviticus","11","19"
"Hebrew","<VP=[","qal","piq","Jesaia","57","16"
"Hebrew","<VP[","qal","piq","Psalmi","65","14"
"Hebrew","<VRH/","NA","pite","Ezechiel","21","31"
"Hebrew","<VRH=/","NA","pite","Chronica_I","2","26"
"Hebrew","<VRT/","NA","pitv","Samuel_II","12","30"
"Hebrew","<VRWT/","NA","pitfv","Numeri","32","3"
"Hebrew","<VRWT_>DR/","NA","pitfv adt","Josua","16","5"
"Hebrew","<VRWT_BJT_JW>B/","NA","pitfv bjv jfab","Chronica_I","2","54"
"Hebrew","<VRWT_CWPN/","NA","pitfv ufqn","Numeri","32","35"
"Hebrew","<VR[","qal","pit","Samuel_I","23","26"
"Hebrew","<VWP/","NA","pifq","Genesis","30","42"
"Hebrew","<W<JM/","NA","pfpjm","Jesaia","19","14"
"Hebrew","<W>/","NA","pfa","Reges_II","17","24"
"Hebrew","<WBD/","NA","pfbd","Ruth","4","17"
"Hebrew","<WBL/","NA","pfbl","Genesis","10","28"
"Hebrew","<WB[","hif","pfb","Threni","2","1"
"Hebrew","<WC[","qal","pfu","Joel","4","11"
"Hebrew","<WD/","NA","pfd","Genesis","4","25"
"Hebrew","<DD/","NA","pdd","Chronica_II","15","1"
"Hebrew","<WD[","piel","pfd","Psalmi","119","61"
"Hebrew","<WG/","NA","pfc","Numeri","21","33"
"Hebrew","<WGB/","NA","pfcb","Genesis","4","21"
"Hebrew","<WG[","qal","pfc","Ezechiel","4","12"
"Hebrew","<WH/","NA","pfe","Ezechiel","21","32"
"Hebrew","<WH=/","NA","pfe","Reges_II","18","34"
"Hebrew","<WH[","qal","pfe","Esther","1","16"
"Hebrew","<WJL/","NA","pfjl","Iob","16","11"
"Hebrew","<WJM/","NA","pfjm","Deuteronomium","2","23"
"Hebrew","<WJT/","NA","pfjv","Genesis","36","35"
"Hebrew","<WL/","NA","pfl","Jesaia","49","15"
"Hebrew","<WL=/","NA","pfl","Leviticus","19","15"
"Hebrew","<WL==/","NA","pfl","Zephania","3","5"
"Hebrew","<WL=[","piel","pfl","Jesaia","26","10"
"Hebrew","<WLH/","NA","pfle","Samuel_II","3","34"
"Hebrew","<WLL/","NA","pfll","Samuel_I","15","3"
"Hebrew","<WLL=/","NA","pfll","Jeremia","6","11"
"Hebrew","<WLM/","NA","pflm","Genesis","3","22"
"Hebrew","<WL[","qal","pfl","Genesis","33","13"
"Hebrew","<WN/","NA","pfn","Genesis","4","13"
"Hebrew","<WP/","NA","pfq","Genesis","1","20"
"Hebrew","<WPRT/","NA","pfqtv","Exodus","15","10"
"Hebrew","<WP[","qal","pfq","Deuteronomium","4","17"
"Hebrew","<WQ[","qal","pfs","Amos","2","13"
"Hebrew","<WR/","NA","pft","Exodus","4","11"
"Hebrew","<WR=/","NA","pft","Genesis","3","21"
"Hebrew","<WR==[","nif","pft","Habakuk","3","9"
"Hebrew","<WR=[","piel","pft","Exodus","23","8"
"Hebrew","<WRT/","NA","pftv","Leviticus","22","22"
"Hebrew","<WRWN/","NA","pftfn","Deuteronomium","28","28"
"Hebrew","<WR[","qal","pft","Judices","5","12"
"Hebrew","<WT=[","qal","pfv","Jesaia","50","4"
"Hebrew","<WTH/","NA","pfve","Threni","3","59"
"Hebrew","<WTJ/","NA","pfvj","Esra","8","14"
"Hebrew","<WT[","piel","pfv","Amos","8","5"
"Hebrew","<WY/","NA","pfr","Genesis","10","23"
"Hebrew","<WY=/","NA","pfr","Jeremia","25","20"
"Hebrew","<WY[","qal","pfr","Judices","19","30"
"Hebrew","<WZ[","qal","pfg","Jesaia","30","2"
"Hebrew","<Y/","NA","pr","Genesis","1","11"
"Hebrew","<YB/","NA","prb","Samuel_I","31","9"
"Hebrew","<YB=/","NA","prb","Genesis","3","16"
"Hebrew","<YB==/","NA","prb","Jesaia","14","3"
"Hebrew","<YB===/","NA","prb","Jesaia","48","5"
"Hebrew","<YB====/","NA","prb","Jeremia","22","28"
"Hebrew","<YB=====/","NA","prb","Jesaia","58","3"
"Hebrew","<YB=[","piel","prb","Iob","10","8"
"Hebrew","<YBH/","NA","prbe","Psalmi","16","4"
"Hebrew","<YBT/","NA","prbv","Proverbia","10","10"
"Hebrew","<YBWN/","NA","prbfn","Genesis","3","16"
"Hebrew","<YB[","qal","prb","Reges_I","1","6"
"Hebrew","<YH/","NA","pre","Deuteronomium","32","28"
"Hebrew","<YH=/","NA","pre","Psalmi","13","3"
"Hebrew","<YH==/","NA","pre","Leviticus","3","9"
"Hebrew","<YH===/","NA","pre","Jeremia","6","6"
"Hebrew","<YH[","qal","pre","Proverbia","16","30"
"Hebrew","<YJWN_GBR/","NA","prjfn cbt","Numeri","33","35"
"Hebrew","<YL/","NA","prl","Proverbia","6","6"
"Hebrew","<YLH/","NA","prle","Proverbia","19","15"
"Hebrew","<YLTJM/","NA","prlvjm","Ecclesiastes","10","18"
"Hebrew","<YLWT/","NA","prlfv","Proverbia","31","27"
"Hebrew","<YL[","nif","prl","Judices","18","9"
"Hebrew","<YM/","NA","prm","Genesis","2","23"
"Hebrew","<YM=/","NA","prm","Deuteronomium","8","17"
"Hebrew","<YM==/","NA","prm","Psalmi","139","15"
"Hebrew","<YM===/","NA","prm","Josua","15","29"
"Hebrew","<YM=[","qal","prm","Jesaia","33","15"
"Hebrew","<YMH/","NA","prme","Jesaia","40","29"
"Hebrew","<YMH=/","NA","prme","Psalmi","22","18"
"Hebrew","<YMWN/","NA","prmfn","Numeri","34","4"
"Hebrew","<YMWT/","NA","prmfv","Jesaia","41","21"
"Hebrew","<YM[","qal","prm","Genesis","26","16"
"Hebrew","<YNJ/","NA","prnj","Samuel_II","23","8"
"Hebrew","<YR/","NA","prt","Jesaia","53","8"
"Hebrew","<YR=/","NA","prt","Judices","18","7"
"Hebrew","<YRH/","NA","prte","Reges_II","10","20"
"Hebrew","<YRT/","NA","prtv","Leviticus","23","36"
"Hebrew","<YR[","qal","prt","Genesis","16","2"
"Hebrew","<YWM/","NA","prfm","Genesis","18","18"
"Hebrew","<Z/","NA","pg","Exodus","15","13"
"Hebrew","<Z=/","NA","pg","Exodus","15","2"
"Hebrew","<Z==/","NA","pg","Genesis","15","9"
"Hebrew","<Z===/","NA","pg","Genesis","49","7"
"Hebrew","<Z====/","NA","pg","Genesis","49","3"
"Hebrew","<Z>/","NA","pga","Reges_II","21","18"
"Hebrew","<Z>ZL/","NA","pgagl","Leviticus","16","8"
"Hebrew","<ZB=[","qal","pgb","Nehemia","3","8"
"Hebrew","<ZBWNJM/","NA","pgbfnjm","Ezechiel","27","12"
"Hebrew","<ZBWQ/","NA","pgbfs","Nehemia","3","16"
"Hebrew","<ZB[","qal","pgb","Genesis","2","24"
"Hebrew","<ZGD/","NA","pgcd","Esra","2","12"
"Hebrew","<ZH/","NA","pge","Genesis","10","19"
"Hebrew","<ZH=/","NA","pge","Samuel_II","6","3"
"Hebrew","<ZJ/","NA","pgj","Esra","7","4"
"Hebrew","<ZJ>/","NA","pgja","Chronica_I","11","44"
"Hebrew","<ZJ>L/","NA","pgjal","Exodus","6","18"
"Hebrew","<ZJ>L=/","NA","pgjal","Chronica_I","15","20"
"Hebrew","<ZJ>LJ/","NA","pgjalj","Numeri","3","27"
"Hebrew","<ZJH/","NA","pgje","Reges_II","15","13"
"Hebrew","<ZJHW/","NA","pgjef","Reges_II","15","32"
"Hebrew","<ZJZ>/","NA","pgjga","Esra","10","27"
"Hebrew","<ZMWT/","NA","pgmfv","Samuel_II","23","31"
"Hebrew","<ZN/","NA","pgn","Numeri","34","26"
"Hebrew","<ZNJH/","NA","pgnje","Leviticus","11","13"
"Hebrew","<ZQH/","NA","pgse","Josua","10","10"
"Hebrew","<ZQ[","piel","pgs","Jesaia","5","2"
"Hebrew","<ZR/","NA","pgt","Genesis","2","18"
"Hebrew","<ZR=/","NA","pgt","Nehemia","3","19"
"Hebrew","<ZR>/","NA","pgta","Esra","7","1"
"Hebrew","<ZR>L/","NA","pgtal","Esra","10","41"
"Hebrew","<ZRH/","NA","pgte","Judices","5","23"
"Hebrew","<ZRH=/","NA","pgte","Ezechiel","43","14"
"Hebrew","<ZRH==/","NA","pgte","Chronica_I","4","17"
"Hebrew","<ZRJ/","NA","pgtj","Judices","6","11"
"Hebrew","<ZRJ=/","NA","pgtj","Chronica_I","27","26"
"Hebrew","<ZRJ>L/","NA","pgtjal","Jeremia","36","26"
"Hebrew","<ZRJH/","NA","pgtje","Reges_II","14","21"
"Hebrew","<ZRJHW/","NA","pgtjef","Reges_I","4","2"
"Hebrew","<ZRJQM/","NA","pgtjsm","Nehemia","11","15"
"Hebrew","<ZR[","qal","pgt","Genesis","49","25"
"Hebrew","<ZTJ/","NA","pgvj","Josua","13","3"
"Hebrew","<ZWBH/","NA","pgfbe","Reges_I","22","42"
"Hebrew","<ZWR/","NA","pgft","Jeremia","28","1"
"Hebrew","<ZWZ/","NA","pgfg","Jesaia","42","25"
"Hebrew","<ZWZ=/","NA","pgfg","Jesaia","43","17"
"Hebrew","<ZZ/","NA","pgg","Chronica_I","5","8"
"Hebrew","<ZZJHW/","NA","pggjef","Chronica_I","15","21"
"Hebrew","<ZZ[","qal","pgg","Judices","3","10"
"Hebrew",">B/","NA","ab","Genesis","2","24"
"Hebrew",">B<B<T/","NA","abpbpv","Exodus","9","9"
"Hebrew",">B=/","NA","ab","Iob","8","12"
"Hebrew",">BCJ/","NA","abuj","Samuel_I","26","6"
"Hebrew",">BCLWM/","NA","abulfm","Samuel_II","3","3"
"Hebrew",">BDH/","NA","abde","Exodus","22","8"
"Hebrew",">BDH=/","NA","abde","Proverbia","27","20"
"Hebrew",">BDN/","NA","abdn","Esther","9","5"
"Hebrew",">BDN=/","NA","abdn","Esther","8","6"
"Hebrew",">BDWN/","NA","abdfn","Psalmi","88","12"
"Hebrew",">BD[","qal","abd","Exodus","10","7"
"Hebrew",">BGT>/","NA","abcva","Esther","1","10"
"Hebrew",">BH/","NA","abe","Iob","9","26"
"Hebrew",">BH[","qal","abe","Genesis","24","5"
"Hebrew",">BJ/","NA","abj","Reges_II","18","2"
"Hebrew",">BJ<ZR/","NA","abjpgt","Josua","17","2"
"Hebrew",">BJ>L/","NA","abjal","Samuel_I","9","1"
"Hebrew",">BJ>SP/","NA","abjaoq","Exodus","6","24"
"Hebrew",">BJB/","NA","abjb","Exodus","9","31"
"Hebrew",">BJCG/","NA","abjuc","Reges_I","1","3"
"Hebrew",">BJCLWM/","NA","abjulfm","Reges_I","15","2"
"Hebrew",">BJCW</","NA","abjufp","Esra","7","5"
"Hebrew",">BJCWR/","NA","abjuft","Chronica_I","2","28"
"Hebrew",">BJD</","NA","abjdp","Genesis","25","4"
"Hebrew",">BJDN/","NA","abjdn","Numeri","1","11"
"Hebrew",">BJGJL/","NA","abjcjl","Samuel_I","25","3"
"Hebrew",">BJH/","NA","abje","Samuel_I","8","2"
"Hebrew",">BJHJL/","NA","abjejl","Chronica_I","2","29"
"Hebrew",">BJHW/","NA","abjef","Chronica_II","13","20"
"Hebrew",">BJHW>/","NA","abjefa","Exodus","6","23"
"Hebrew",">BJHWD/","NA","abjefd","Chronica_I","8","3"
"Hebrew",">BJM/","NA","abjm","Reges_I","14","31"
"Hebrew",">BJM>L/","NA","abjmal","Genesis","10","28"
"Hebrew",">BJMLK/","NA","abjmlk","Genesis","20","2"
"Hebrew",">BJN<M/","NA","abjnpm","Judices","4","6"
"Hebrew",">BJNDB/","NA","abjndb","Samuel_I","7","1"
"Hebrew",">BJR/","NA","abjt","Judices","5","22"
"Hebrew",">BJR=/","NA","abjt","Genesis","49","24"
"Hebrew",">BJRM/","NA","abjtm","Numeri","16","1"
"Hebrew",">BJSP/","NA","abjoq","Chronica_I","6","8"
"Hebrew",">BJTR/","NA","abjvt","Samuel_I","22","20"
"Hebrew",">BJVL/","NA","abjil","Samuel_II","3","4"
"Hebrew",">BJVWB/","NA","abjifb","Chronica_I","8","11"
"Hebrew",">BJWN/","NA","abjfn","Exodus","23","6"
"Hebrew",">BJWNH/","NA","abjfne","Ecclesiastes","12","5"
"Hebrew",">BJXJL/","NA","abjhjl","Numeri","3","35"
"Hebrew",">BJ_<LBWN/","NA","abj plbfn","Samuel_II","23","31"
"Hebrew",">BK[","hit","abk","Jesaia","9","17"
"Hebrew",">BL","NA","abl","Genesis","17","19"
"Hebrew",">BL/","NA","abl","Samuel_II","20","14"
"Hebrew",">BL=/","NA","abl","Samuel_I","6","18"
"Hebrew",">BL==/","NA","abl","Genesis","27","41"
"Hebrew",">BL===/","NA","abl","Genesis","37","35"
"Hebrew",">BL====/","NA","abl","Daniel","8","2"
"Hebrew",">BL=[","qal","abl","Jeremia","12","4"
"Hebrew",">BL[","qal","abl","Jesaia","3","26"
"Hebrew",">BL_BJT_M<KH/","NA","abl bjv mpke","Reges_I","15","20"
"Hebrew",">BL_HCVJM/","NA","abl euijm","Numeri","33","49"
"Hebrew",">BL_KRMJM/","NA","abl ktmjm","Judices","11","33"
"Hebrew",">BL_MJM/","NA","abl mjm","Chronica_II","16","4"
"Hebrew",">BL_MXWLH/","NA","abl mhfle","Judices","7","22"
"Hebrew",">BL_MYRJM/","NA","abl mrtjm","Genesis","50","11"
"Hebrew",">BN/","NA","abn","Genesis","2","12"
"Hebrew",">BN=/","NA","abn","Exodus","1","16"
"Hebrew",">BNR/","NA","abnt","Samuel_I","14","50"
"Hebrew",">BNV/","NA","abni","Exodus","28","4"
"Hebrew",">BN_H<ZR/","NA","abn epgt","Samuel_I","4","1"
"Hebrew",">BQ/","NA","abs","Exodus","9","9"
"Hebrew",">BQH/","NA","abse","Canticum","3","6"
"Hebrew",">BQ[","nif","abs","Genesis","32","25"
"Hebrew",">BR/","NA","abt","Jesaia","40","31"
"Hebrew",">BRH/","NA","abte","Deuteronomium","32","11"
"Hebrew",">BRHM/","NA","abtem","Genesis","17","5"
"Hebrew",">BRK","NA","abtk","Genesis","41","43"
"Hebrew",">BRM/","NA","abtm","Genesis","11","26"
"Hebrew",">BR[","hif","abt","Iob","39","26"
"Hebrew",">BS[","qal","abo","Reges_I","5","3"
"Hebrew",">BT/","NA","abv","Numeri","21","10"
"Hebrew",">BVJX/","NA","abijh","Numeri","11","5"
"Hebrew",">BWJ/","NA","abfj","Proverbia","23","29"
"Hebrew",">BWS/","NA","abfo","Jesaia","1","3"
"Hebrew",">BXH/","NA","abhe","Ezechiel","21","20"
"Hebrew",">BY/","NA","abr","Josua","19","20"
"Hebrew",">BYN/","NA","abrn","Judices","12","8"
"Hebrew",">C/","NA","au","Genesis","15","17"
"Hebrew",">C<N/","NA","aupn","Josua","15","52"
"Hebrew",">C=/","NA","au","Samuel_II","14","19"
"Hebrew",">CB</","NA","aubp","Chronica_I","4","21"
"Hebrew",">CB<L/","NA","aubpl","Chronica_I","8","33"
"Hebrew",">CBL/","NA","aubl","Genesis","46","21"
"Hebrew",">CBLJ/","NA","aublj","Numeri","26","38"
"Hebrew",">CBN/","NA","aubn","Genesis","36","26"
"Hebrew",">CC[","hit","auu","Jesaia","46","8"
"Hebrew",">CD/","NA","aud","Numeri","21","15"
"Hebrew",">CDWD/","NA","audfd","Josua","11","22"
"Hebrew",">CDWDJ/","NA","audfdj","Josua","13","3"
"Hebrew",">CH/","NA","aue","Genesis","2","22"
"Hebrew",">CH=/","NA","aue","Exodus","29","18"
"Hebrew",">CJCH/","NA","aujue","Samuel_II","6","19"
"Hebrew",">CJH/","NA","auje","Jeremia","50","15"
"Hebrew",">CJM>/","NA","aujma","Reges_II","17","30"
"Hebrew",">CK/","NA","auk","Leviticus","21","20"
"Hebrew",">CKL/","NA","aukl","Genesis","14","13"
"Hebrew",">CKL=/","NA","aukl","Numeri","13","23"
"Hebrew",">CKNZ/","NA","aukng","Genesis","10","3"
"Hebrew",">CKR/","NA","aukt","Ezechiel","27","15"
"Hebrew",">CKWL/","NA","aukfl","Genesis","40","10"
"Hebrew",">CL/","NA","aul","Genesis","21","33"
"Hebrew",">CM/","NA","aum","Genesis","26","10"
"Hebrew",">CM=/","NA","aum","Genesis","42","21"
"Hebrew",">CMH/","NA","aume","Leviticus","5","26"
"Hebrew",">CMNJM/","NA","aumnjm","Jesaia","59","10"
"Hebrew",">CMRT/","NA","aumtv","Exodus","14","24"
"Hebrew",">CMWRH/","NA","aumfte","Psalmi","63","7"
"Hebrew",">CM[","qal","aum","Leviticus","4","3"
"Hebrew",">CNB/","NA","aunb","Judices","5","28"
"Hebrew",">CNH/","NA","aune","Josua","15","33"
"Hebrew",">CP/","NA","auq","Daniel","1","20"
"Hebrew",">CPH/","NA","auqe","Jesaia","22","6"
"Hebrew",">CPNZ/","NA","auqng","Daniel","1","3"
"Hebrew",">CPR/","NA","auqt","Samuel_II","6","19"
"Hebrew",">CPT/","NA","auqv","Samuel_I","2","8"
"Hebrew",">CQLWN/","NA","auslfn","Judices","1","18"
"Hebrew",">CQLWNJ/","NA","auslfnj","Josua","13","3"
"Hebrew",">CR","NA","aut","Genesis","1","7"
"Hebrew",">CR=/","NA","aut","Deuteronomium","33","29"
"Hebrew",">CR==/","NA","aut","Genesis","30","13"
"Hebrew",">CR===/","NA","aut","Genesis","30","13"
"Hebrew",">CR=[","piel","aut","Genesis","30","13"
"Hebrew",">CRH/","NA","aute","Exodus","34","13"
"Hebrew",">CRJ/","NA","autj","Judices","1","32"
"Hebrew",">CR[","qal","aut","Proverbia","9","6"
"Hebrew",">CT>L/","NA","auval","Josua","15","33"
"Hebrew",">CT>LJ/","NA","auvalj","Chronica_I","2","53"
"Hebrew",">CTM</","NA","auvmp","Josua","15","50"
"Hebrew",">CTWN/","NA","auvfn","Chronica_I","4","11"
"Hebrew",">CWN/","NA","aufn","Proverbia","20","20"
"Hebrew",">CWR/","NA","auft","Genesis","2","14"
"Hebrew",">CWR=/","NA","auft","Ezechiel","27","6"
"Hebrew",">CWR==/","NA","auft","Psalmi","17","11"
"Hebrew",">CWRJ/","NA","auftj","Samuel_II","2","9"
"Hebrew",">CWRJM/","NA","auftjm","Genesis","25","3"
"Hebrew",">CXWR/","NA","auhft","Chronica_I","2","24"
"Hebrew",">D/","NA","ad","Genesis","2","6"
"Hebrew",">DB>L/","NA","adbal","Genesis","25","13"
"Hebrew",">DB[","hif","adb","Samuel_I","2","33"
"Hebrew",">DC[","qal","adu","Jesaia","28","28"
"Hebrew",">DD/","NA","add","Reges_I","11","17"
"Hebrew",">DJR/","NA","adjt","Exodus","15","10"
"Hebrew",">DLJ>/","NA","adlja","Esther","9","8"
"Hebrew",">DM/","NA","adm","Genesis","1","26"
"Hebrew",">DM=/","NA","adm","Genesis","25","30"
"Hebrew",">DM==/","NA","adm","Exodus","28","17"
"Hebrew",">DM===/","NA","adm","Genesis","4","25"
"Hebrew",">DM====/","NA","adm","Josua","3","16"
"Hebrew",">DMDM/","NA","admdm","Leviticus","13","19"
"Hebrew",">DMH/","NA","adme","Genesis","1","25"
"Hebrew",">DMH=/","NA","adme","Genesis","10","19"
"Hebrew",">DMH==/","NA","adme","Josua","19","36"
"Hebrew",">DMJ/","NA","admj","Deuteronomium","23","8"
"Hebrew",">DMJ_HNQB/","NA","admj ensb","Josua","19","33"
"Hebrew",">DMNJ/","NA","admnj","Genesis","25","25"
"Hebrew",">DMT>/","NA","admva","Esther","1","14"
"Hebrew",">DM[","qal","adm","Threni","4","7"
"Hebrew",">DN/","NA","adn","Exodus","26","19"
"Hebrew",">DN=/","NA","adn","Esra","2","59"
"Hebrew",">DNJ/","NA","adnj","Genesis","15","2"
"Hebrew",">DNJH/","NA","adnje","Samuel_II","3","4"
"Hebrew",">DNJHW/","NA","adnjef","Reges_I","1","8"
"Hebrew",">DNJQM/","NA","adnjsm","Esra","2","13"
"Hebrew",">DNJRM/","NA","adnjtm","Reges_I","4","6"
"Hebrew",">DNJ_BZQ/","NA","adnj bgs","Judices","1","5"
"Hebrew",">DNJ_YDQ/","NA","adnj rds","Josua","10","1"
"Hebrew",">DR/","NA","adt","Micha","2","8"
"Hebrew",">DR<J/","NA","adtpj","Numeri","21","33"
"Hebrew",">DR=/","NA","adt","Esther","3","7"
"Hebrew",">DR==/","NA","adt","Chronica_I","8","3"
"Hebrew",">DR===/","NA","adt","Josua","15","3"
"Hebrew",">DRKWN/","NA","adtkfn","Esra","8","27"
"Hebrew",">DRMLK/","NA","adtmlk","Reges_II","17","31"
"Hebrew",">DRMLK=/","NA","adtmlk","Reges_II","19","37"
"Hebrew",">DRT/","NA","adtv","Genesis","25","25"
"Hebrew",">DR[","nif","adt","Exodus","15","6"
"Hebrew",">DW/","NA","adf","Esra","8","17"
"Hebrew",">DWM/","NA","adfm","Genesis","25","30"
"Hebrew",">DWN/","NA","adfn","Genesis","18","12"
"Hebrew",">DWN=/","NA","adfn","Nehemia","7","61"
"Hebrew",">DWRJM/","NA","adftjm","Chronica_II","11","9"
"Hebrew",">DRM/","NA","adtm","Samuel_II","20","24"
"Hebrew",">FR>L/","NA","autal","Chronica_I","4","16"
"Hebrew",">FR>LH/","NA","autale","Chronica_I","25","2"
"Hebrew",">FRJ>L/","NA","autjal","Numeri","26","31"
"Hebrew",">FRJ>LJ/","NA","autjalj","Numeri","26","31"
"Hebrew",">G>/","NA","aca","Samuel_II","23","11"
"Hebrew",">GDH/","NA","acde","Exodus","12","22"
"Hebrew",">GG/","NA","acc","Numeri","24","7"
"Hebrew",">GGJ/","NA","accj","Esther","3","1"
"Hebrew",">GL/","NA","acl","Iob","38","28"
"Hebrew",">GLJM/","NA","acljm","Jesaia","15","8"
"Hebrew",">GM/","NA","acm","Exodus","7","19"
"Hebrew",">GM=/","NA","acm","Jesaia","19","10"
"Hebrew",">GMWN/","NA","acmfn","Jesaia","9","13"
"Hebrew",">GN/","NA","acn","Exodus","24","6"
"Hebrew",">GP/","NA","acq","Ezechiel","12","14"
"Hebrew",">GRP/","NA","actq","Exodus","21","18"
"Hebrew",">GRT/","NA","actv","Esther","9","26"
"Hebrew",">GRVL/","NA","actil","Esra","1","9"
"Hebrew",">GR[","qal","act","Deuteronomium","28","39"
"Hebrew",">GWR/","NA","acft","Proverbia","30","1"
"Hebrew",">GWRH/","NA","acfte","Samuel_I","2","36"
"Hebrew",">GWZ/","NA","acfg","Canticum","6","11"
"Hebrew",">HB/","NA","aeb","Hosea","9","10"
"Hebrew",">HB=/","NA","aeb","Hosea","8","9"
"Hebrew",">HBH/","NA","aebe","Genesis","29","20"
"Hebrew",">HB[","qal","aeb","Genesis","22","2"
"Hebrew",">HD/","NA","aed","Genesis","46","10"
"Hebrew",">HH","NA","aee","Josua","7","7"
"Hebrew",">HJ","NA","aej","Hosea","13","10"
"Hebrew",">HL/","NA","ael","Genesis","4","20"
"Hebrew",">HL=/","NA","ael","Chronica_I","3","20"
"Hebrew",">HL==/","NA","ael","Numeri","24","6"
"Hebrew",">HL=[","hif","ael","Iob","25","5"
"Hebrew",">HLH/","NA","aele","Ezechiel","23","4"
"Hebrew",">HLJ>B/","NA","aeljab","Exodus","31","6"
"Hebrew",">HLJBH/","NA","aeljbe","Ezechiel","23","4"
"Hebrew",">HLJBMH/","NA","aeljbme","Genesis","36","2"
"Hebrew",">HLJBMH=/","NA","aeljbme","Chronica_I","1","52"
"Hebrew",">HL[","qal","ael","Genesis","13","12"
"Hebrew",">HRN/","NA","aetn","Exodus","4","14"
"Hebrew",">HW>/","NA","aefa","Esra","8","15"
"Hebrew",">HWD/","NA","aefd","Judices","3","15"
"Hebrew",">J","NA","aj","Genesis","3","9"
"Hebrew",">J/","NA","aj","Genesis","10","5"
